Footfall,ID
1008.45605469,3725712
1068.94006348,3725812
1066.24865723,3725912
1008.40026855,3726012
981.484802246,3726112
1021.65234375,3726212
975.061889648,3726312
1004.44067383,3726412
932.05090332,3726512
1024.22692871,3726612
1060.87585449,3726712
960.574462891,3726812
815.158447266,3726912
710.078918457,3727012
787.291809082,3727112
895.39654541,3727212
1035.41040039,3727312
1017.03076172,3727412
1013.2288208,3727512
1063.94226074,3727612
1077.43688965,3727712
968.376525879,3727812
940.855163574,3727912
903.991638184,3728012
985.155090332,3728112
978.012451172,3728212
771.710998535,3728312
785.489135742,3728412
811.891967773,3728512
791.761962891,3728612
863.955078125,3728712
839.229675293,3728812
890.044189453,3728912
889.42980957,3729012
896.986083984,3729112
832.647827148,3729212
794.83807373,3729312
812.422607422,3729412
798.046936035,3729512
802.688110352,3729612
801.745239258,3729712
948.90625,3729812
949.319030762,3729912
983.812988281,3730012
1000.85876465,3730112
987.136413574,3730212
1008.79473877,3730312
1065.76306152,3730412
990.508422852,3730512
1025.24645996,3730612
1070.19689941,3730712
1087.64001465,3730812
1067.08361816,3730912
1044.60742188,3731012
976.198181152,3731112
948.968688965,3731212
1058.7635498,3731312
1003.44293213,3731412
962.029052734,3731512
962.740661621,3731612
895.642700195,3731712
1004.68896484,3731812
981.40625,3731912
949.200744629,3732012
980.846862793,3732112
1047.83044434,3732212
1017.48010254,3732312
1066.70800781,3732412
1015.41656494,3732512
998.702392578,3732612
979.046508789,3732712
957.831726074,3732812
1003.465271,3732912
1020.84289551,3733012
1063.74963379,3733112
1068.85620117,3733212
1026.26403809,3733312
999.282104492,3733412
1071.75610352,3733512
1029.22912598,3733612
1005.50958252,3733712
1021.32116699,3733812
1023.33447266,3733912
1027.37451172,3734012
1038.23352051,3734112
1039.80004883,3734212
1071.30432129,3734312
1088.49536133,3734412
1106.26220703,3734512
1040.70800781,3734612
1067.72814941,3734712
1101.42565918,3734812
1156.96252441,3734912
1125.06274414,3735012
1110.46801758,3735112
1047.83496094,3735212
1066.40893555,3735312
1167.26977539,3735412
1156.58081055,3735512
1159.2244873,3735612
1154.75476074,3735712
1109.79980469,3735812
1101.79931641,3735912
1096.89941406,3736012
1181.02160645,3736112
1111.21252441,3736212
1211.99951172,3736312
1193.79174805,3736412
1193.3470459,3736512
1185.49353027,3736612
1189.87841797,3736712
1206.84790039,3736812
1229.47521973,3736912
1228.2421875,3737012
1236.00366211,3737112
1252.0723877,3737212
1228.62573242,3737312
1196.38452148,3737412
1189.63330078,3737512
1212.08666992,3737612
1273.0045166,3737712
1269.40527344,3737812
1257.32104492,3737912
1240.78051758,3738012
1246.56066895,3738112
1275.65905762,3738212
1334.02001953,3738312
1292.23266602,3738412
1276.91699219,3738512
1299.3067627,3738612
1277.47106934,3738712
1198.79980469,3738812
1267.55541992,3738912
1296.14599609,3739012
1218.14611816,3739112
1226.35717773,3739212
1315.35656738,3739312
1337.74377441,3739412
1315.54980469,3739512
1273.74804688,3739612
1294.89501953,3739712
1301.07678223,3739812
1299.99121094,3739912
1295.9329834,3740012
1294.77856445,3740112
1383.77087402,3740212
1323.95458984,3740312
1304.12658691,3740412
1305.97924805,3740512
1323.49975586,3740612
1306.04321289,3740712
1345.35742188,3740812
1331.48071289,3740912
1398.07653809,3741012
1322.44091797,3741112
1388.8581543,3741212
1427.68493652,3741312
1434.10473633,3741412
1456.71386719,3741512
1460.21459961,3741612
1386.21630859,3741712
1406.19750977,3741812
1407.66662598,3741912
1352.32104492,3742012
1398.75610352,3742112
1448.31420898,3742212
1446.5546875,3742312
1433.42431641,3742412
1399.85559082,3742512
1386.70947266,3742612
1436.76696777,3742712
1439.91113281,3742812
1467.05895996,3742912
1473.62841797,3743012
1430.11157227,3743112
1393.30249023,3743212
1403.00793457,3743312
1444.7467041,3743412
1459.6204834,3743512
1454.50048828,3743612
1450.16723633,3743712
1496.27575684,3743812
1575.75256348,3743912
1509.14355469,3744012
1545.21911621,3744112
1483.7902832,3744212
1497.22741699,3744312
1498.57458496,3744412
1484.65917969,3744512
1484.40893555,3744612
1497.2010498,3744712
1473.51281738,3744812
1456.17980957,3744912
1481.4720459,3745012
1416.83654785,3745112
1437.3157959,3745212
1470.38378906,3745312
1470.78112793,3745412
1478.57531738,3745512
1436.66870117,3745612
1436.31542969,3745712
1433.5592041,3745812
1466.9621582,3745912
1528.5723877,3746012
1562.75756836,3746112
1476.33300781,3746212
1479.19311523,3746312
1492.1965332,3746412
1431.26220703,3746512
1484.90783691,3746612
1486.79882812,3746712
1505.10705566,3746812
1526.8392334,3746912
1499.63891602,3747012
1516.33935547,3747112
1504.9284668,3747212
1506.39489746,3747312
1478.97363281,3747412
1452.4362793,3747512
1468.88879395,3747612
1459.75756836,3747712
1430.11694336,3747812
1457.33032227,3747912
1576.72583008,3748012
1503.77038574,3748112
1494.9119873,3748212
1512.66467285,3748312
1493.94567871,3748412
1550.92175293,3748512
1614.71228027,3748612
1495.70031738,3748712
1474.85144043,3748812
1470.43334961,3748912
1466.03637695,3749012
1447.10241699,3749112
1495.80163574,3749212
1484.0291748,3749312
1436.86340332,3749412
1491.00720215,3749512
1490.01196289,3749612
1510.27783203,3749712
1495.69897461,3749812
1427.07165527,3749912
1412.58093262,3750012
1436.91491699,3750112
1412.27453613,3750212
1433.01806641,3750312
1355.86254883,3750412
1401.76184082,3750512
1410.13244629,3750612
1435.2121582,3750712
1468.43847656,3750812
1437.69567871,3750912
1388.58947754,3751012
1381.05419922,3751112
1382.41162109,3751212
1371.01281738,3751312
1404.35473633,3751412
1384.76452637,3751512
1358.58972168,3751612
1355.14245605,3751712
1324.31066895,3751812
1377.95654297,3751912
1372.8984375,3752012
1319.5592041,3752112
1384.04467773,3752212
1382.26330566,3752312
1397.43676758,3752412
1387.18774414,3752512
1357.15942383,3752612
1394.42529297,3752712
1342.84057617,3752812
1404.72412109,3752912
1325.30053711,3753012
1326.11401367,3753112
1325.83435059,3753212
1266.05773926,3753312
1273.34277344,3753412
1245.92224121,3753512
1215.89819336,3753612
1282.87915039,3753712
1219.88842773,3753812
1231.6151123,3753912
1236.20544434,3754012
1284.36108398,3754112
1269.38549805,3754212
1228.15917969,3754312
1263.78735352,3754412
1270.68994141,3754512
1252.265625,3754612
1231.9876709,3754712
1243.66723633,3754812
1209.6517334,3754912
1201.70141602,3755012
1176.41186523,3755112
1170.04785156,3755212
1185.41601562,3755312
1179.96276855,3755412
1156.42553711,3755512
1167.54309082,3755612
1231.15332031,3755712
1239.65930176,3755812
1239.63720703,3755912
1248.14025879,3756012
1206.9407959,3756112
1214.40161133,3756212
1192.88684082,3756312
1135.81335449,3756412
1118.82495117,3756512
1151.60241699,3756612
1191.12194824,3756712
1172.61645508,3756812
1144.3782959,3756912
1125.93859863,3757012
1141.12268066,3757112
1151.20141602,3757212
1117.35571289,3757312
1052.70996094,3757412
1036.21838379,3757512
1084.86730957,3757612
1089.59265137,3757712
1020.74377441,3757812
1104.5736084,3757912
1128.61572266,3758012
1117.48242188,3758112
1135.12927246,3758212
1104.95629883,3758312
1007.14935303,3758412
1163.86975098,3758512
1089.31066895,3758612
1046.95825195,3758712
998.906738281,3758812
1010.19140625,3758912
1078.6418457,3759012
1030.80310059,3759112
989.446350098,3759212
1064.37109375,3759312
1018.60571289,3759412
984.971130371,3759512
1039.50976562,3759612
948.001342773,3759712
1017.82867432,3759812
1061.37841797,3759912
841.553527832,3760012
955.248779297,3760112
971.527648926,3760212
992.350158691,3760312
919.503845215,3760412
1037.06604004,3760512
984.936462402,3760612
957.060791016,3760712
885.14440918,3760812
826.941772461,3760912
863.880493164,3761012
837.41003418,3761112
932.883789062,3761212
987.09967041,3761312
1006.46063232,3761412
984.907470703,3761512
1015.3067627,3761612
935.084350586,3761712
982.253173828,3761812
1028.62512207,3761912
1049.54833984,3762012
1037.09008789,3762112
1021.07550049,3762212
1004.16741943,3762312
997.62701416,3762412
1014.13476562,3762512
934.976745605,3762612
920.68548584,3762712
959.433349609,3762812
978.403320312,3762912
937.27935791,3763012
936.770935059,3763112
936.197570801,3763212
793.459655762,3763312
815.392578125,3763412
892.329650879,3763512
791.362976074,3763612
768.796691895,3763712
809.444152832,3763812
835.743469238,3763912
814.584533691,3764012
812.398193359,3764112
808.672363281,3764212
819.96875,3764312
809.835388184,3764412
741.5625,3764512
908.548156738,3764612
1037.61206055,3764712
1080.84118652,3764812
1080.6003418,3764912
1083.38171387,3765012
1092.91027832,3765112
1095.6204834,3765212
970.003112793,3765312
925.257202148,3765412
1000.28216553,3765512
1053.1973877,3765612
994.531433105,3765712
887.789245605,3765812
930.13079834,3765912
793.533752441,3766012
916.490966797,3766112
946.326782227,3766212
851.555480957,3766312
839.797912598,3766412
925.631530762,3766512
1013.32910156,3766612
947.933532715,3766712
822.268798828,3766812
842.495727539,3766912
834.572143555,3767012
839.135253906,3767112
838.654052734,3767212
835.056518555,3767312
855.71295166,3767412
852.034179688,3767512
885.965698242,3767612
861.445739746,3767712
854.624328613,3767812
869.233215332,3767912
838.571777344,3768012
915.641174316,3768112
915.859558105,3768212
900.848937988,3768312
964.83404541,3768412
1055.19836426,3768512
964.791748047,3768612
909.175292969,3768712
916.441467285,3768812
930.856811523,3768912
939.899475098,3769012
933.763916016,3769112
956.429992676,3769212
935.059020996,3769312
969.615112305,3769412
1100.4987793,3769512
1091.94897461,3769612
1047.20129395,3769712
988.054870605,3769812
1001.37689209,3769912
1002.29998779,3770012
1000.03936768,3770112
1023.54876709,3770212
1165.58093262,3770312
1188.35583496,3770412
1125.00427246,3770512
1119.80932617,3770612
1135.7590332,3770712
1040.08154297,3770812
1038.3671875,3770912
1026.67370605,3771012
1048.3326416,3771112
1138.56359863,3771212
1126.55786133,3771312
1117.60632324,3771412
1119.53747559,3771512
1121.7590332,3771612
1083.57128906,3771712
1138.03881836,3771812
1128.09960938,3771912
1138.21179199,3772012
1126.2644043,3772112
1106.08947754,3772212
1163.71594238,3772312
1160.12561035,3772412
1198.44604492,3772512
1208.74157715,3772612
1200.07263184,3772712
1195.20349121,3772812
1217.72155762,3772912
1134.9230957,3773012
1155.39831543,3773112
1154.85766602,3773212
1216.60217285,3773312
1222.27526855,3773412
1226.65881348,3773512
1236.79882812,3773612
1193.42651367,3773712
1199.5670166,3773812
1228.64575195,3773912
1226.22058105,3774012
1190.63928223,3774112
1231.02087402,3774212
1250.46679688,3774312
1276.56323242,3774412
1295.97814941,3774512
1290.26599121,3774612
1302.12939453,3774712
1250.81384277,3774812
1304.65893555,3774912
1292.24658203,3775012
1310.89465332,3775112
1302.50634766,3775212
1300.61437988,3775312
1306.10302734,3775412
1305.03759766,3775512
1320.20458984,3775612
1264.12133789,3775712
1253.22424316,3775812
1293.9284668,3775912
1269.83068848,3776012
1253.43103027,3776112
1266.58666992,3776212
1220.54406738,3776312
1226.08642578,3776412
1340.23303223,3776512
1263.61535645,3776612
1272.82458496,3776712
1348.57897949,3776812
1320.77758789,3776912
1307.26977539,3777012
1292.30944824,3777112
1270.11901855,3777212
1377.8157959,3777312
1351.66491699,3777412
1384.3458252,3777512
1400.57458496,3777612
1410.8737793,3777712
1399.0111084,3777812
1397.24841309,3777912
1403.66784668,3778012
1424.13256836,3778112
1343.50756836,3778212
1451.34838867,3778312
1437.96728516,3778412
1453.93249512,3778512
1420.73327637,3778612
1451.4083252,3778712
1441.75134277,3778812
1432.48168945,3778912
1431.46130371,3779012
1409.71154785,3779112
1399.28210449,3779212
1405.08947754,3779312
1451.55334473,3779412
1456.15087891,3779512
1431.04614258,3779612
1367.25585938,3779712
1377.50012207,3779812
1389.92150879,3779912
1437.35595703,3780012
1378.09338379,3780112
1454.86608887,3780212
1500.34448242,3780312
1516.69213867,3780412
1476.67663574,3780512
1480.90844727,3780612
1458.05297852,3780712
1460.09118652,3780812
1452.81091309,3780912
1455.02319336,3781012
1464.32434082,3781112
1459.79589844,3781212
1436.609375,3781312
1458.32556152,3781412
1435.48278809,3781512
1465.4675293,3781612
1476.21081543,3781712
1457.14758301,3781812
1464.18469238,3781912
1459.22460938,3782012
1459.3026123,3782112
1474.44763184,3782212
1472.41455078,3782312
1486.93933105,3782412
1502.76416016,3782512
1491.50280762,3782612
1507.31860352,3782712
1472.23376465,3782812
1456.20703125,3782912
1494.03833008,3783012
1496.65612793,3783112
1486.19909668,3783212
1461.89611816,3783312
1508.3458252,3783412
1506.74804688,3783512
1494.67028809,3783612
1519.23522949,3783712
1567.45666504,3783812
1458.42773438,3783912
1477.31921387,3784012
1450.5111084,3784112
1501.51037598,3784212
1463.92480469,3784312
1488.47705078,3784412
1462.57531738,3784512
1440.21972656,3784612
1449.62329102,3784712
1499.18261719,3784812
1499.45861816,3784912
1484.52429199,3785012
1483.95117188,3785112
1418.87487793,3785212
1437.75708008,3785312
1459.73547363,3785412
1482.72485352,3785512
1475.88586426,3785612
1492.05187988,3785712
1479.0378418,3785812
1474.90698242,3785912
1471.21838379,3786012
1469.48266602,3786112
1479.1159668,3786212
1485.25024414,3786312
1444.42822266,3786412
1377.89807129,3786512
1400.62390137,3786612
1401.84887695,3786712
1420.92749023,3786812
1481.7947998,3786912
1429.19848633,3787012
1426.6027832,3787112
1433.19726562,3787212
1408.48803711,3787312
1355.94348145,3787412
1352.09008789,3787512
1377.13867188,3787612
1421.05432129,3787712
1342.29907227,3787812
1383.83007812,3787912
1393.40515137,3788012
1386.82666016,3788112
1332.93115234,3788212
1350.45532227,3788312
1349.92895508,3788412
1384.07580566,3788512
1366.72412109,3788612
1357.25476074,3788712
1361.3659668,3788812
1368.21691895,3788912
1369.36950684,3789012
1380.86853027,3789112
1385.5255127,3789212
1379.39990234,3789312
